customer_id,age,tenure_months,region,gender,plan_tier,num_products,primary_product,days_since_last_login,login_frequency_30d,feature_adoption_rate,product_changes_6m,mobile_app_user,monthly_spend_avg,monthly_spend_current,spend_trend,spend_volatility,num_txns_6m,sentiment_score,sentiment_trend,nps_score,complaint_count_6m,support_interactions_6m,escalated_support,contract_type,discount_applied,auto_renewal_enabled,referral_source,payment_failures_6m,churn
2444,34,81,EU,Female,Standard,2,After Effects,0,7,0.2428,0,0,202.57,225.69,1,0.1707,27,64.4,1,5,0,2,0,monthly,0,1,Organic,1,0
2445,45,5,EU,Male,Basic,3,Illustrator,3,12,0.0946,0,0,80.35,91.36,1,0.2409,27,59.5,1,-36,2,1,0,monthly,0,1,Organic,0,0
2446,46,15,US,Male,Standard,9,Premiere,1,7,0.5591,1,1,20.32,18.24,-1,0.3812,25,59.7,0,65,1,2,0,monthly,0,1,Organic,0,0
2447,38,43,US,Male,Premium,4,Illustrator,15,18,0.2855,0,0,17.16,14.93,-1,0.1448,33,85.6,-1,10,0,3,0,annual,0,1,Paid,0,0
2448,31,74,EU,Female,Standard,2,After Effects,12,11,0.2629,2,1,69.57,57.45,-1,0.2071,39,64.8,0,25,0,2,0,annual,0,1,Referral,0,0
2449,32,14,US,Male,Basic,3,Photoshop,6,12,0.3236,1,1,60.52,52.17,0,0.381,33,72.4,0,18,1,2,0,monthly,0,1,Social,0,0
2450,29,29,US,Male,Standard,3,Illustrator,1,17,0.1561,2,0,39.33,36.28,0,0.4096,25,51.0,1,-9,0,3,0,annual,0,1,Organic,0,0
2451,30,1,US,Female,Premium,3,Premiere,20,9,0.2027,2,0,12.77,15.22,1,0.1136,24,77.1,1,-74,1,1,1,annual,0,1,Social,0,0
2452,41,16,US,Female,Standard,1,Audition,15,11,0.2407,1,1,68.5,67.44,0,0.5152,22,59.4,-1,-27,1,1,0,monthly,1,1,Paid,0,1
2453,31,14,US,Male,Premium,3,Illustrator,1,13,0.131,0,0,20.45,16.51,-1,0.1315,32,51.4,1,21,0,0,1,monthly,0,1,Social,0,1
2454,51,66,US,Female,Basic,1,InDesign,16,5,0.5392,1,1,48.47,59.06,1,0.1943,36,79.2,0,-50,0,1,1,annual,0,0,Organic,0,0
2455,62,2,US,Female,Standard,2,Photoshop,4,11,0.5786,1,1,40.86,41.28,0,0.1313,30,94.0,1,-55,1,1,0,annual,0,1,Referral,0,0
2456,33,2,APAC,Male,Premium,3,Audition,24,6,0.3321,3,0,25.13,28.14,1,0.438,38,58.9,0,77,0,0,0,monthly,0,1,Organic,0,0
2457,45,21,US,Female,Standard,1,Premiere,4,9,0.2153,2,0,28.72,23.88,-1,0.1507,32,70.8,-1,-9,1,1,0,annual,0,0,Organic,0,1
2458,48,18,US,Female,Premium,1,Illustrator,5,16,0.0901,1,0,17.41,20.37,1,0.328,35,38.7,0,37,1,0,0,annual,0,1,Social,0,0
2459,48,6,APAC,Female,Standard,1,Photoshop,5,10,0.557,1,1,483.76,469.96,0,0.1918,31,63.2,0,47,0,0,0,annual,0,1,Organic,0,0
2460,43,11,EU,Female,Standard,2,InDesign,7,19,0.2389,0,1,146.82,148.87,0,0.3364,18,55.1,1,19,0,1,0,monthly,1,1,Organic,0,1
2461,52,120,LATAM,Male,Basic,4,Illustrator,11,7,0.086,0,0,156.15,161.37,0,0.4051,25,13.4,0,10,2,0,0,annual,0,1,Referral,1,0
2462,48,25,EU,Female,Standard,4,Illustrator,26,12,0.3712,0,1,23.02,22.07,0,0.2787,27,91.2,0,64,1,1,0,annual,0,1,Paid,0,0
2463,24,3,EU,Female,Standard,3,After Effects,3,14,0.3308,1,0,422.63,366.43,-1,0.2072,30,58.7,0,-62,1,1,0,monthly,0,1,Social,0,0
2464,54,1,US,Female,Basic,5,Photoshop,15,9,0.075,1,1,229.85,242.31,0,0.2546,23,61.2,0,52,0,2,0,annual,1,1,Paid,0,0
2465,54,1,APAC,Male,Standard,7,InDesign,15,6,0.2856,0,0,390.69,414.44,0,0.4769,35,41.7,1,30,1,1,1,annual,0,1,Social,2,1
2466,31,17,EU,Non-binary,Premium,1,After Effects,13,7,0.4401,0,1,21.82,25.0,1,0.0632,24,68.8,1,-19,0,1,0,annual,1,1,Organic,1,0
2467,42,72,US,Female,Standard,3,Photoshop,13,11,0.1742,1,1,467.35,461.9,0,0.0939,27,52.3,-1,-48,0,1,1,annual,1,0,Referral,0,1
2468,51,64,US,Male,Premium,1,Audition,31,3,0.6301,1,1,28.43,30.13,0,0.1362,28,86.7,1,-15,0,0,0,annual,0,1,Referral,0,0
2469,39,16,EU,Female,Basic,5,InDesign,5,3,0.4428,0,1,123.58,132.7,0,0.305,29,99.3,0,7,0,0,0,annual,0,1,Social,1,0
2470,57,53,US,Male,Standard,7,Premiere,17,12,0.4748,2,1,26.27,24.5,0,0.4407,34,48.0,0,57,1,1,0,annual,1,1,Organic,1,0
2471,75,50,EU,Female,Standard,1,Photoshop,1,11,0.0718,0,0,19.62,19.36,0,0.086,22,67.4,0,-33,0,1,0,monthly,1,1,Organic,0,0
2472,30,23,US,Male,Standard,2,Illustrator,5,9,0.3424,0,0,41.44,48.79,1,0.1033,31,68.5,1,-16,0,5,1,annual,0,1,Social,0,0
2473,22,18,EU,Female,Standard,5,After Effects,4,12,0.1829,1,0,99.93,83.04,-1,0.2835,40,39.6,0,3,0,2,1,monthly,0,1,Social,0,0
2474,46,7,APAC,Female,Standard,5,Photoshop,20,4,0.4888,1,0,53.65,53.07,0,0.101,31,67.9,1,45,0,1,0,annual,0,1,Organic,0,0
2475,52,11,EU,Male,Standard,3,After Effects,1,11,0.3772,0,0,47.64,47.4,0,0.1084,25,100.0,1,45,0,0,0,annual,0,1,Paid,0,0
2476,38,14,EU,Male,Basic,3,Photoshop,11,4,0.2149,1,1,481.69,460.44,0,0.146,40,33.8,-1,-30,2,3,0,annual,0,1,Organic,0,1
2477,62,60,EU,Female,Premium,1,Premiere,0,10,0.0552,3,0,279.61,326.5,1,0.3839,24,56.2,1,-21,3,1,0,monthly,1,1,Paid,0,0
2478,23,28,US,Male,Standard,2,Photoshop,13,13,0.6581,0,0,475.29,471.42,0,0.0874,24,66.2,-1,-6,0,3,0,annual,0,0,Organic,0,0
2479,51,8,EU,Non-binary,Standard,3,Photoshop,8,13,0.1048,0,0,71.24,70.73,0,0.1531,29,45.9,-1,14,1,1,0,annual,0,1,Referral,1,1
2480,33,3,US,Male,Basic,3,Photoshop,5,14,0.5896,0,0,258.73,199.82,-1,0.2372,29,53.0,-1,45,0,2,1,annual,1,0,Social,0,0
2481,66,24,US,Male,Premium,1,Premiere,10,11,0.2639,1,0,81.33,69.35,-1,0.3123,30,45.4,-1,3,1,1,0,annual,0,1,Paid,0,0
2482,69,39,EU,Female,Standard,4,Photoshop,15,9,0.4496,0,1,123.23,138.97,0,0.3851,32,81.9,-1,72,0,2,0,monthly,0,1,Organic,0,0
2483,31,61,APAC,Male,Standard,3,Premiere,18,9,0.1178,0,0,393.17,441.75,0,0.4642,28,62.5,0,-12,0,3,0,annual,1,1,Organic,0,0
2484,34,57,APAC,Non-binary,Basic,3,InDesign,8,16,0.0916,1,1,16.31,13.96,-1,0.4028,22,59.2,-1,18,1,1,0,annual,0,1,Paid,0,0
2485,54,62,US,Female,Standard,1,Photoshop,4,11,0.1025,1,1,128.83,119.12,-1,0.254,26,67.1,-1,32,0,3,1,annual,0,1,Referral,0,0
2486,36,21,APAC,Female,Basic,2,InDesign,10,2,0.2815,2,0,237.34,237.97,0,0.0566,31,66.5,0,-11,0,3,1,annual,0,1,Paid,1,0
2487,41,72,APAC,Female,Premium,3,Audition,17,7,0.507,1,1,17.86,14.73,-1,0.1923,38,69.8,-1,-59,2,4,0,annual,0,1,Organic,1,0
2488,42,21,US,Female,Standard,3,Photoshop,1,9,0.1546,0,1,78.14,71.62,0,0.4293,35,42.7,0,17,0,2,0,annual,1,1,Organic,0,0
2489,18,6,EU,Male,Standard,2,Photoshop,4,13,0.3271,1,0,10.14,10.44,0,0.2022,34,59.3,0,25,0,4,0,annual,0,1,Organic,1,0
2490,41,18,APAC,Male,Standard,1,Photoshop,12,21,0.05,1,1,16.39,13.69,-1,0.5553,38,32.0,-1,22,1,3,0,annual,0,0,Social,0,1
2491,32,14,US,Female,Standard,3,Illustrator,0,10,0.2759,1,1,89.47,80.19,-1,0.421,35,40.7,-1,-100,0,3,1,annual,0,1,Organic,0,1
2492,35,17,EU,Male,Standard,1,Photoshop,1,11,0.4133,2,1,232.58,254.79,1,0.5398,27,86.2,1,89,0,1,0,annual,0,1,Organic,0,0
2493,62,38,LATAM,Female,Basic,2,Photoshop,0,17,0.5294,2,1,195.23,233.29,1,0.217,31,81.5,0,-11,2,2,0,annual,0,1,Paid,0,0
2494,24,38,LATAM,Male,Premium,3,Photoshop,1,12,0.4789,1,1,36.81,30.68,-1,0.1209,29,62.6,0,15,1,2,0,monthly,0,0,Paid,0,0
2495,53,9,APAC,Female,Basic,1,Illustrator,1,10,0.2589,1,1,41.29,35.23,-1,0.3749,26,39.8,-1,-29,1,1,0,annual,0,1,Organic,0,1
2496,38,13,APAC,Male,Premium,4,After Effects,2,5,0.3168,1,0,184.68,188.77,0,0.1107,23,55.0,1,-6,1,0,0,annual,0,1,Social,0,0
2497,38,32,US,Female,Basic,1,After Effects,4,11,0.4881,1,0,342.81,351.47,0,0.1153,31,52.6,-1,-13,2,3,0,annual,0,0,Referral,0,0
2498,53,3,EU,Male,Standard,2,Photoshop,8,9,0.3523,0,0,81.32,94.26,1,0.2854,28,87.8,1,50,0,3,0,annual,0,1,Referral,1,0
2499,46,42,LATAM,Female,Basic,4,Photoshop,11,14,0.3223,0,1,187.25,225.58,1,0.2214,19,57.4,0,25,1,3,0,monthly,0,0,Referral,0,0
2500,49,7,APAC,Female,Standard,1,Photoshop,2,7,0.199,1,0,106.84,100.45,0,0.3412,29,71.5,0,-15,1,0,0,annual,0,0,Social,1,0
2501,55,68,US,Male,Basic,4,Illustrator,3,9,0.3197,0,1,279.86,220.72,-1,0.2119,24,39.2,-1,17,1,6,0,annual,0,1,Paid,0,0
2502,37,18,US,Male,Standard,2,Audition,9,11,0.2094,1,1,78.12,90.73,1,0.1096,37,60.6,0,-2,0,1,1,annual,0,0,Paid,0,1
2503,33,8,EU,Male,Premium,2,Premiere,24,5,0.1345,0,1,25.51,32.21,1,0.3323,32,71.2,0,1,0,0,0,annual,1,1,Referral,0,0
2504,26,39,US,Male,Premium,2,Illustrator,4,13,0.3988,1,1,443.98,508.33,1,0.0821,27,38.7,1,-63,2,0,1,annual,0,0,Organic,1,1
2505,30,29,US,Male,Standard,4,InDesign,7,10,0.233,0,0,270.58,264.42,0,0.2442,31,55.8,0,58,0,4,0,annual,0,1,Organic,0,0
2506,80,6,US,Female,Premium,1,Photoshop,5,12,0.2063,1,1,162.47,133.7,-1,0.1627,36,72.3,0,1,0,2,0,monthly,0,1,Organic,0,0
2507,59,63,LATAM,Non-binary,Basic,2,Premiere,1,11,0.1246,1,0,391.68,398.24,0,0.083,27,39.8,1,30,0,2,0,annual,1,1,Organic,0,0
2508,23,21,US,Male,Standard,1,After Effects,2,14,0.803,0,0,13.23,12.88,0,0.2951,35,68.6,1,69,0,1,0,annual,1,1,Referral,1,0
2509,23,5,US,Male,Basic,2,Photoshop,1,13,0.1882,0,1,159.86,170.11,0,0.2511,38,53.3,1,-39,0,3,1,annual,1,1,Organic,0,0
2510,48,57,EU,Male,Premium,1,Illustrator,0,12,0.5276,1,0,265.21,311.74,0,0.5346,36,77.0,0,20,0,2,0,monthly,1,0,Social,0,0
2511,49,5,US,Male,Standard,1,Illustrator,1,16,0.2881,2,0,80.16,82.03,0,0.2327,34,44.2,1,26,0,4,0,annual,0,1,Referral,0,0
2512,49,120,US,Male,Standard,2,Photoshop,15,10,0.2574,2,1,18.41,16.57,0,0.1604,35,73.6,1,-27,0,3,0,monthly,0,1,Paid,1,0
2513,38,20,EU,Male,Basic,3,After Effects,9,11,0.3656,2,0,17.84,19.32,1,0.1872,29,37.9,0,-21,1,5,0,monthly,0,1,Paid,0,0
2514,40,46,US,Female,Standard,1,Photoshop,19,14,0.1359,2,1,30.59,30.43,0,0.1039,19,66.9,0,81,0,1,0,annual,0,1,Organic,0,1
2515,46,21,EU,Female,Basic,4,Illustrator,1,10,0.4763,1,1,41.47,40.12,0,0.0866,25,59.1,0,7,0,5,0,annual,0,1,Social,0,0
2516,43,7,US,Male,Standard,2,InDesign,13,13,0.149,2,0,81.4,81.44,0,0.0718,31,38.3,0,-13,1,4,0,annual,0,1,Referral,1,1
2517,18,51,APAC,Female,Standard,2,Audition,14,7,0.5042,0,1,420.17,414.02,0,0.0908,20,49.2,1,68,0,0,0,annual,0,0,Organic,0,0
2518,38,12,LATAM,Male,Premium,6,After Effects,31,10,0.3087,0,1,139.19,138.18,0,0.1296,29,41.1,1,50,1,2,0,annual,0,1,Paid,0,0
2519,30,41,EU,Male,Premium,4,After Effects,4,16,0.3971,2,0,31.01,32.77,1,0.3881,25,40.9,0,-52,2,1,1,annual,0,1,Paid,0,0
2520,44,10,LATAM,Female,Basic,5,InDesign,14,9,0.1426,0,1,33.09,37.14,1,0.0828,21,49.8,0,50,0,1,0,monthly,0,1,Referral,0,0
2521,80,9,EU,Female,Standard,1,Premiere,12,7,0.3413,3,0,18.17,20.7,1,0.1178,31,53.2,0,-13,2,0,0,annual,1,1,Organic,0,1
2522,47,22,APAC,Female,Standard,4,Photoshop,0,12,0.5814,0,0,24.33,29.62,1,0.3971,28,73.0,0,38,1,1,0,monthly,0,1,Organic,0,0
2523,37,60,EU,Male,Premium,3,InDesign,0,12,0.2615,1,1,135.88,130.25,-1,0.4167,37,71.1,-1,-66,0,0,1,monthly,0,1,Referral,0,0
2524,54,34,US,Male,Basic,2,Premiere,1,20,0.6995,0,0,12.02,13.84,1,0.3476,32,47.9,1,19,0,2,1,monthly,0,0,Paid,0,0
2525,48,2,LATAM,Female,Standard,4,Photoshop,31,11,0.1166,1,0,82.15,86.16,0,0.4693,27,41.4,0,25,0,0,0,annual,0,1,Organic,1,0
2526,47,47,LATAM,Non-binary,Basic,2,InDesign,2,12,0.1698,1,1,79.01,82.95,0,0.2332,32,66.2,0,62,1,4,0,monthly,0,1,Social,0,0
2527,50,31,APAC,Male,Standard,4,Illustrator,13,11,0.1119,1,0,68.04,79.57,0,0.4246,24,65.1,-1,3,1,2,0,annual,0,1,Paid,0,1
2528,70,35,EU,Female,Basic,4,InDesign,44,5,0.1984,0,1,328.24,359.54,0,0.1634,32,45.6,1,-9,1,1,0,monthly,0,1,Paid,1,0
2529,26,15,US,Male,Basic,1,Photoshop,4,15,0.139,0,1,249.15,242.4,0,0.2797,24,57.7,0,-26,1,2,0,annual,0,0,Paid,0,1
2530,48,29,US,Male,Standard,1,Premiere,8,11,0.2756,1,0,86.02,86.64,0,0.1378,28,75.7,1,24,1,2,0,annual,1,1,Referral,0,0
2531,29,16,EU,Male,Standard,2,Audition,0,15,0.0129,1,1,226.22,253.44,0,0.4532,36,46.5,0,17,1,2,0,monthly,0,1,Social,0,0
2532,49,3,US,Female,Standard,3,Premiere,1,11,0.4662,2,0,56.58,52.56,0,0.3871,21,72.4,0,57,0,0,0,annual,0,1,Organic,0,0
2533,29,66,APAC,Female,Standard,4,InDesign,15,10,0.2601,0,0,15.35,15.12,0,0.0741,38,33.3,1,53,1,1,0,annual,0,1,Paid,0,0
2534,36,40,EU,Female,Basic,2,Photoshop,4,14,0.34,1,0,231.02,230.36,0,0.1876,32,82.0,0,-4,0,3,0,annual,0,0,Paid,0,0
2535,37,39,LATAM,Male,Basic,1,Premiere,1,16,0.4658,1,1,132.52,131.73,0,0.1807,29,40.6,1,13,2,1,0,monthly,1,0,Referral,0,0
2536,55,7,APAC,Male,Standard,3,Photoshop,4,9,0.3374,1,0,97.7,99.55,0,0.3476,27,66.5,-1,-24,2,1,0,monthly,1,1,Paid,2,0
2537,54,39,EU,Female,Standard,2,Illustrator,0,9,0.5251,0,0,25.59,30.55,1,0.5996,28,97.4,1,39,0,0,0,annual,0,1,Organic,1,0
2538,24,9,APAC,Female,Standard,1,Illustrator,7,5,0.3304,0,1,10.29,10.0,-1,0.263,24,48.9,0,-86,3,4,1,annual,0,1,Social,0,1
2539,42,41,LATAM,Female,Basic,5,Premiere,6,8,0.0809,1,0,37.24,31.03,-1,0.1911,32,43.0,-1,37,1,2,1,annual,0,1,Organic,0,0
2540,32,14,EU,Female,Premium,1,Photoshop,0,14,0.4362,2,1,139.99,134.73,0,0.1614,21,64.8,1,-18,0,1,1,annual,0,1,Paid,2,0
2541,24,6,US,Male,Standard,1,Photoshop,9,11,0.3981,4,1,78.06,77.75,0,0.0969,24,37.3,0,-46,2,5,1,annual,0,1,Organic,0,1
2542,38,85,US,Female,Basic,1,After Effects,14,7,0.1212,0,1,54.22,53.28,0,0.1102,36,57.2,0,-1,0,3,0,monthly,1,1,Organic,1,0
2543,37,3,EU,Female,Standard,4,Illustrator,0,12,0.6848,1,1,364.52,361.23,0,0.1543,28,86.5,-1,-17,1,1,0,annual,0,0,Organic,1,0
2544,75,51,LATAM,Male,Basic,3,Photoshop,23,3,0.4629,0,1,150.42,176.52,1,0.1436,28,78.6,1,56,0,2,0,annual,0,1,Referral,0,0
2545,48,3,EU,Male,Basic,4,Premiere,35,6,0.329,1,0,303.2,347.14,1,0.1681,25,73.8,1,44,0,2,0,annual,0,0,Referral,1,0
2546,22,41,APAC,Male,Standard,5,Audition,11,6,0.2453,2,1,625.78,678.32,1,0.2662,31,75.0,1,49,0,3,0,monthly,0,1,Organic,1,0
2547,34,4,US,Male,Standard,2,Photoshop,14,7,0.4091,4,0,310.2,375.33,1,0.2047,36,55.8,0,-71,0,0,1,annual,1,1,Organic,0,0
2548,56,25,EU,Male,Basic,1,Photoshop,7,8,0.1581,0,0,120.72,139.74,1,0.2596,26,39.2,1,25,1,2,0,monthly,0,1,Organic,1,0
2549,71,7,APAC,Female,Basic,1,Premiere,6,16,0.7239,0,1,118.56,114.14,0,0.2485,29,46.7,-1,-15,0,1,0,annual,0,1,Referral,0,0
2550,19,72,EU,Male,Premium,1,Premiere,2,8,0.2932,0,0,60.23,60.17,0,0.2569,24,34.5,-1,-29,2,3,0,monthly,0,0,Referral,0,1
2551,18,18,EU,Male,Standard,2,Photoshop,9,13,0.4234,0,0,65.12,56.79,0,0.4468,28,27.8,-1,17,2,0,0,annual,0,1,Referral,0,1
2552,68,1,US,Female,Premium,5,Illustrator,4,17,0.2797,0,1,61.2,54.52,-1,0.2618,39,74.7,0,-33,1,1,0,monthly,0,1,Organic,0,0
2553,47,35,EU,Female,Standard,3,Photoshop,7,6,0.4616,4,0,39.42,33.32,-1,0.1013,28,52.7,-1,-35,0,2,0,annual,0,1,Social,2,1
2554,29,21,APAC,Female,Premium,3,InDesign,9,10,0.4165,2,1,141.89,143.58,0,0.1054,30,80.0,-1,-36,0,1,0,annual,0,1,Social,0,0
2555,49,70,US,Female,Standard,3,Photoshop,7,11,0.5664,2,0,30.93,34.27,1,0.1242,28,69.4,0,6,1,3,0,annual,0,1,Paid,0,0
2556,18,20,US,Female,Standard,1,After Effects,2,20,0.7401,0,0,32.19,27.06,-1,0.3095,23,51.0,-1,-41,3,3,1,monthly,0,1,Referral,0,1
2557,42,19,EU,Female,Basic,3,Photoshop,21,14,0.3579,1,1,60.69,69.76,1,0.1297,15,58.9,1,41,1,3,0,annual,0,1,Paid,0,0
2558,46,21,US,Female,Premium,2,Audition,4,5,0.1479,1,1,65.94,73.89,1,0.2061,34,56.4,1,50,0,5,0,annual,0,1,Paid,0,0
2559,54,70,EU,Male,Standard,5,Illustrator,1,14,0.3096,2,0,62.26,47.88,-1,0.403,29,72.1,0,13,0,4,0,annual,0,1,Organic,1,0
2560,27,31,APAC,Male,Premium,5,Illustrator,3,8,0.5782,0,0,48.52,49.21,0,0.3291,24,61.3,-1,-35,1,1,0,monthly,1,1,Organic,1,0
2561,43,39,US,Female,Premium,2,Premiere,11,3,0.0894,0,0,143.47,113.37,-1,0.5999,36,64.2,-1,54,1,3,0,monthly,0,1,Social,0,1
2562,29,45,APAC,Female,Premium,2,Photoshop,1,8,0.4842,0,1,49.87,52.48,0,0.2134,28,83.2,-1,27,0,0,0,annual,1,1,Paid,0,0
2563,45,99,EU,Non-binary,Standard,1,InDesign,1,11,0.1978,1,1,59.82,62.24,0,0.3621,28,51.0,0,-12,0,2,0,annual,0,1,Referral,1,0
2564,29,65,US,Male,Premium,3,Illustrator,8,10,0.2462,0,1,24.23,24.05,0,0.065,31,58.8,0,28,0,2,0,annual,0,1,Organic,0,0
2565,36,94,US,Female,Standard,1,Premiere,25,7,0.158,1,0,108.54,92.12,0,0.2296,41,49.2,1,-4,3,3,0,monthly,0,1,Paid,0,0
2566,28,15,EU,Male,Premium,3,After Effects,18,7,0.2459,0,1,34.35,38.54,1,0.168,36,55.9,0,-54,2,2,0,monthly,0,1,Organic,0,0
2567,51,8,US,Male,Basic,1,Premiere,0,8,0.2757,2,0,64.28,62.34,0,0.1161,43,53.4,0,25,0,2,0,annual,0,1,Referral,0,0
2568,54,8,US,Female,Premium,3,Premiere,2,11,0.1454,0,1,91.74,95.65,0,0.2717,35,83.3,0,43,1,1,0,annual,0,1,Paid,1,0
2569,38,70,EU,Female,Basic,3,Photoshop,18,14,0.3115,0,0,28.93,28.42,0,0.2395,33,90.4,0,58,0,1,0,annual,0,1,Organic,0,0
2570,42,63,APAC,Female,Premium,3,Photoshop,1,16,0.8012,0,1,107.86,115.28,0,0.1584,28,72.9,0,-27,0,2,0,annual,0,0,Organic,0,0
2571,21,37,EU,Female,Standard,3,InDesign,10,4,0.4547,0,0,34.48,35.43,0,0.0733,26,32.9,0,5,0,2,0,annual,1,1,Organic,1,0
2572,37,2,EU,Female,Standard,4,Photoshop,3,13,0.1821,1,0,70.0,69.66,0,0.1392,41,68.6,1,4,1,2,0,annual,0,1,Paid,0,0
2573,41,13,EU,Male,Standard,3,Illustrator,9,13,0.3904,0,0,20.83,19.85,-1,0.3673,28,68.5,-1,34,1,2,0,annual,0,1,Organic,0,1
2574,78,47,US,Female,Standard,4,Illustrator,2,18,0.1038,0,0,426.93,446.17,0,0.2123,34,61.2,-1,44,1,2,0,annual,1,1,Paid,1,0
2575,26,10,EU,Female,Standard,1,Photoshop,16,4,0.2323,0,1,139.19,124.37,0,0.2549,29,58.9,1,-41,0,0,0,annual,0,0,Paid,0,0
2576,62,35,APAC,Male,Standard,3,After Effects,4,9,0.0231,0,0,114.15,114.21,0,0.0569,34,38.8,1,25,0,0,1,monthly,0,1,Paid,1,0
2577,55,28,APAC,Male,Standard,4,Premiere,22,6,0.1129,2,1,289.46,300.66,0,0.2218,30,60.7,0,30,2,2,0,annual,1,1,Social,1,0
2578,45,10,US,Male,Standard,1,Photoshop,4,7,0.334,0,0,107.94,113.77,0,0.2857,26,53.6,0,-23,1,1,0,annual,0,1,Social,0,0
2579,66,98,APAC,Male,Standard,4,Premiere,3,15,0.3998,0,1,246.3,287.68,1,0.0823,29,67.6,1,21,1,2,0,monthly,0,1,Paid,1,0
2580,47,10,APAC,Non-binary,Basic,1,Illustrator,3,17,0.1178,1,1,26.19,26.81,0,0.1862,32,66.2,-1,79,1,0,0,annual,0,1,Referral,0,0
2581,47,81,APAC,Female,Premium,2,Illustrator,0,12,0.5065,1,1,202.79,206.65,0,0.4893,34,38.8,1,-66,2,4,1,annual,1,1,Organic,0,1
2582,41,28,APAC,Female,Basic,5,Premiere,2,19,0.3604,0,1,185.18,173.68,0,0.4947,29,70.9,0,38,0,1,0,monthly,0,0,Referral,1,0
2583,59,3,EU,Female,Standard,2,Photoshop,5,10,0.6244,0,0,89.36,99.33,1,0.2759,25,89.5,1,61,0,2,0,monthly,0,1,Organic,0,0
2584,57,64,LATAM,Male,Standard,1,Premiere,0,11,0.143,0,1,200.12,195.08,0,0.3833,43,37.7,1,21,2,1,0,annual,1,1,Social,0,0
2585,33,56,APAC,Male,Basic,3,Audition,2,18,0.0726,1,0,559.15,471.99,-1,0.0949,31,54.1,0,75,0,0,0,annual,0,1,Paid,0,0
2586,23,63,US,Female,Standard,4,InDesign,21,7,0.592,1,1,49.39,48.32,0,0.2123,27,82.1,1,17,0,0,0,annual,0,1,Organic,0,0
2587,39,36,US,Female,Premium,3,Illustrator,4,17,0.2537,2,0,46.74,39.21,-1,0.3468,34,61.8,0,59,0,0,0,annual,1,1,Organic,0,0
2588,30,44,US,Female,Standard,1,Illustrator,3,11,0.2934,0,0,489.86,606.04,1,0.3966,34,73.1,0,-70,0,0,0,annual,1,1,Paid,0,0
2589,41,85,APAC,Non-binary,Premium,1,InDesign,0,14,0.0956,2,0,12.52,13.9,1,0.4427,38,51.1,1,63,0,3,0,monthly,0,1,Organic,0,0
2590,59,4,APAC,Female,Standard,2,Premiere,11,6,0.3557,0,1,213.07,195.51,0,0.2879,26,60.7,0,-4,0,1,0,annual,0,1,Paid,0,0
2591,35,3,US,Male,Basic,2,After Effects,36,2,0.307,1,1,137.53,110.87,-1,0.3894,34,82.0,0,96,0,1,0,annual,0,1,Organic,1,0
2592,41,4,EU,Male,Premium,4,Illustrator,3,14,0.1733,0,0,17.96,14.86,-1,0.1262,32,54.2,0,2,0,1,0,monthly,0,1,Organic,1,0
2593,42,73,US,Male,Premium,3,Photoshop,18,6,0.4674,2,0,93.67,91.99,0,0.1534,38,50.2,0,100,1,1,0,monthly,0,1,Organic,0,0
2594,53,29,EU,Female,Standard,3,InDesign,5,11,0.2657,1,1,259.89,288.49,1,0.103,25,72.8,1,-9,1,3,0,annual,0,1,Organic,0,0
2595,18,6,APAC,Male,Basic,4,Premiere,7,15,0.5885,0,1,444.93,406.7,-1,0.2401,35,37.3,-1,-16,1,4,1,annual,0,0,Organic,0,1
2596,33,5,EU,Male,Standard,2,Photoshop,3,15,0.374,1,0,21.22,25.24,0,0.6101,33,79.1,0,71,0,2,0,monthly,0,1,Organic,0,0
2597,44,21,US,Male,Basic,1,Photoshop,3,8,0.6195,4,1,253.49,261.81,0,0.2092,30,12.8,0,-13,2,1,0,annual,0,1,Paid,1,1
2598,58,60,US,Female,Premium,1,After Effects,3,11,0.5186,0,0,120.38,122.09,0,0.0896,32,75.0,0,-27,0,5,0,monthly,0,1,Organic,0,0
2599,35,58,LATAM,Female,Standard,1,Illustrator,3,15,0.0806,1,0,171.62,196.87,1,0.1417,25,69.0,0,-25,1,4,0,annual,0,1,Organic,1,0
2600,18,68,APAC,Male,Premium,5,Photoshop,8,18,0.1301,1,0,156.33,120.42,-1,0.1686,25,37.9,1,46,0,3,1,monthly,0,1,Social,1,1
2601,50,52,US,Female,Standard,1,Photoshop,13,6,0.0465,1,0,24.95,28.68,1,0.3614,25,50.4,1,-18,2,0,0,annual,0,1,Organic,0,0
2602,33,2,US,Female,Standard,3,Photoshop,12,6,0.2146,1,0,27.59,28.56,0,0.1614,27,53.2,0,70,0,8,0,annual,1,1,Referral,0,0
2603,25,45,EU,Female,Premium,4,Audition,15,9,0.1439,1,0,78.29,78.61,0,0.3067,20,52.4,1,11,0,1,1,annual,0,1,Organic,0,0
2604,33,26,EU,Male,Premium,1,Photoshop,17,8,0.7136,1,0,241.64,240.96,0,0.099,26,75.3,0,94,0,2,0,annual,1,1,Referral,0,0
2605,39,46,EU,Male,Basic,3,Illustrator,33,10,0.0189,3,1,54.21,40.49,-1,0.3163,29,78.1,-1,21,0,1,0,monthly,0,1,Paid,0,1
2606,33,23,EU,Female,Premium,3,Premiere,14,11,0.2047,1,1,236.28,192.85,-1,0.2299,29,54.7,0,-16,1,1,0,annual,0,0,Paid,1,0
